Id,Placename,Indicator,ValueRaw,ValueDiscrete,Lat,Long,LocationType,MeasurementRecordedDate,CreationTime
34,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,3/17/2020,5/31/2020
33,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,3/17/2020,5/31/2020
36,Toronto_R,Activity_Level,1,Low,45.1507,-79.4174,Rural,3/18/2020,5/31/2020
35,Toronto_U,Activity_Level,5,Medium,45.749,-79.4083,Urban,3/18/2020,5/31/2020
38,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,3/19/2020,5/31/2020
37,Toronto_U,Activity_Level,8,High,45.749,-79.4083,Urban,3/19/2020,5/31/2020
40,Toronto_R,Activity_Level,0,Low,45.1507,-79.4174,Rural,3/20/2020,5/31/2020
39,Toronto_U,Activity_Level,7,High,45.749,-79.4083,Urban,3/20/2020,5/31/2020
42,Toronto_R,Activity_Level,2,Low,45.1507,-79.4174,Rural,3/21/2020,5/31/2020
41,Toronto_U,Activity_Level,7,High,45.749,-79.4083,Urban,3/21/2020,5/31/2020
44,Toronto_R,Activity_Level,0,Low,45.1507,-79.4174,Rural,3/22/2020,5/31/2020
43,Toronto_U,Activity_Level,7,High,45.749,-79.4083,Urban,3/22/2020,5/31/2020
45,Toronto_R,Activity_Level,0,Low,45.1507,-79.4174,Rural,3/23/2020,5/31/2020
46,Toronto_U,Activity_Level,10,High,45.749,-79.4083,Urban,3/23/2020,5/31/2020
48,Toronto_R,Activity_Level,0,Low,45.1507,-79.4174,Rural,3/24/2020,5/31/2020
47,Toronto_U,Activity_Level,7,Medium,45.749,-79.4083,Urban,3/24/2020,5/31/2020
50,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,3/25/2020,5/31/2020
49,Toronto_U,Activity_Level,7,High,45.749,-79.4083,Urban,3/25/2020,5/31/2020
52,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,3/26/2020,5/31/2020
51,Toronto_U,Activity_Level,9,High,45.749,-79.4083,Urban,3/26/2020,5/31/2020
54,Toronto_R,Activity_Level,0,Low,45.1507,-79.4174,Rural,3/27/2020,5/31/2020
53,Toronto_U,Activity_Level,8,High,45.749,-79.4083,Urban,3/27/2020,5/31/2020
56,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,3/28/2020,5/31/2020
55,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,3/28/2020,5/31/2020
58,Toronto_R,Activity_Level,2,Low,45.1507,-79.4174,Rural,3/29/2020,5/31/2020
57,Toronto_U,Activity_Level,9,High,45.749,-79.4083,Urban,3/29/2020,5/31/2020
59,Toronto_R,Activity_Level,0,Low,45.1507,-79.4174,Rural,3/30/2020,5/31/2020
60,Toronto_U,Activity_Level,7,High,45.749,-79.4083,Urban,3/30/2020,5/31/2020
62,Toronto_R,Activity_Level,0,Low,45.1507,-79.4174,Rural,3/31/2020,5/31/2020
61,Toronto_U,Activity_Level,9,High,45.749,-79.4083,Urban,3/31/2020,5/31/2020
64,Toronto_R,Activity_Level,0,Low,45.1507,-79.4174,Rural,4/1/2020,5/31/2020
63,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,4/1/2020,5/31/2020
66,Toronto_R,Activity_Level,2,Low,45.1507,-79.4174,Rural,4/2/2020,5/31/2020
65,Toronto_U,Activity_Level,10,High,45.749,-79.4083,Urban,4/2/2020,5/31/2020
68,Toronto_R,Activity_Level,0,Low,45.1507,-79.4174,Rural,4/3/2020,5/31/2020
67,Toronto_U,Activity_Level,7,High,45.749,-79.4083,Urban,4/3/2020,5/31/2020
69,Toronto_R,Activity_Level,2,Low,45.1507,-79.4174,Rural,4/4/2020,5/31/2020
70,Toronto_U,Activity_Level,7,High,45.749,-79.4083,Urban,4/4/2020,5/31/2020
72,Toronto_R,Activity_Level,0,Low,45.1507,-79.4174,Rural,4/5/2020,5/31/2020
71,Toronto_U,Activity_Level,6,Medium,45.749,-79.4083,Urban,4/5/2020,5/31/2020
74,Toronto_R,Activity_Level,1,Low,45.1507,-79.4174,Rural,4/6/2020,5/31/2020
73,Toronto_U,Activity_Level,5,Medium,45.749,-79.4083,Urban,4/6/2020,5/31/2020
76,Toronto_R,Activity_Level,0,Low,45.1507,-79.4174,Rural,4/7/2020,5/31/2020
75,Toronto_U,Activity_Level,8,High,45.749,-79.4083,Urban,4/7/2020,5/31/2020
77,Toronto_R,Activity_Level,0,Low,45.1507,-79.4174,Rural,4/8/2020,5/31/2020
78,Toronto_U,Activity_Level,6,Medium,45.749,-79.4083,Urban,4/8/2020,5/31/2020
80,Toronto_R,Activity_Level,1,Low,45.1507,-79.4174,Rural,4/9/2020,5/31/2020
79,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,4/9/2020,5/31/2020
82,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,4/10/2020,5/31/2020
81,Toronto_U,Activity_Level,8,High,45.749,-79.4083,Urban,4/10/2020,5/31/2020
84,Toronto_R,Activity_Level,0,Low,45.1507,-79.4174,Rural,4/11/2020,5/31/2020
83,Toronto_U,Activity_Level,9,High,45.749,-79.4083,Urban,4/11/2020,5/31/2020
86,Toronto_R,Activity_Level,1,Low,45.1507,-79.4174,Rural,4/12/2020,5/31/2020
85,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,4/12/2020,5/31/2020
88,Toronto_R,Activity_Level,0,Low,45.1507,-79.4174,Rural,4/13/2020,5/31/2020
87,Toronto_U,Activity_Level,5,Medium,45.749,-79.4083,Urban,4/13/2020,5/31/2020
90,Toronto_R,Activity_Level,0,Low,45.1507,-79.4174,Rural,4/14/2020,5/31/2020
89,Toronto_U,Activity_Level,6,Medium,45.749,-79.4083,Urban,4/14/2020,5/31/2020
92,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,4/15/2020,5/31/2020
91,Toronto_U,Activity_Level,5,Medium,45.749,-79.4083,Urban,4/15/2020,5/31/2020
94,Toronto_R,Activity_Level,1,Low,45.1507,-79.4174,Rural,4/16/2020,5/31/2020
93,Toronto_U,Activity_Level,10,High,45.749,-79.4083,Urban,4/16/2020,5/31/2020
96,Toronto_R,Activity_Level,1,Low,45.1507,-79.4174,Rural,4/17/2020,5/31/2020
95,Toronto_U,Activity_Level,8,High,45.749,-79.4083,Urban,4/17/2020,5/31/2020
98,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,4/18/2020,5/31/2020
97,Toronto_U,Activity_Level,7,High,45.749,-79.4083,Urban,4/18/2020,5/31/2020
100,Toronto_R,Activity_Level,2,Low,45.1507,-79.4174,Rural,4/19/2020,5/31/2020
99,Toronto_U,Activity_Level,10,High,45.749,-79.4083,Urban,4/19/2020,5/31/2020
102,Toronto_R,Activity_Level,0,Low,45.1507,-79.4174,Rural,4/20/2020,5/31/2020
101,Toronto_U,Activity_Level,7,High,45.749,-79.4083,Urban,4/20/2020,5/31/2020
104,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,4/21/2020,5/31/2020
103,Toronto_U,Activity_Level,10,High,45.749,-79.4083,Urban,4/21/2020,5/31/2020
106,Toronto_R,Activity_Level,2,Low,45.1507,-79.4174,Rural,4/22/2020,5/31/2020
105,Toronto_U,Activity_Level,6,Medium,45.749,-79.4083,Urban,4/22/2020,5/31/2020
108,Toronto_R,Activity_Level,1,Low,45.1507,-79.4174,Rural,4/23/2020,5/31/2020
107,Toronto_U,Activity_Level,10,High,45.749,-79.4083,Urban,4/23/2020,5/31/2020
109,Toronto_R,Activity_Level,1,Low,45.1507,-79.4174,Rural,4/24/2020,5/31/2020
110,Toronto_U,Activity_Level,9,High,45.749,-79.4083,Urban,4/24/2020,5/31/2020
112,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,4/25/2020,5/31/2020
111,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,4/25/2020,5/31/2020
114,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,4/26/2020,5/31/2020
113,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,4/26/2020,5/31/2020
116,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,4/27/2020,5/31/2020
115,Toronto_U,Activity_Level,7,High,45.749,-79.4083,Urban,4/27/2020,5/31/2020
118,Toronto_R,Activity_Level,2,Low,45.1507,-79.4174,Rural,4/28/2020,5/31/2020
117,Toronto_U,Activity_Level,7,High,45.749,-79.4083,Urban,4/28/2020,5/31/2020
120,Toronto_R,Activity_Level,1,Low,45.1507,-79.4174,Rural,4/29/2020,5/31/2020
119,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,4/29/2020,5/31/2020
122,Toronto_R,Activity_Level,0,Low,45.1507,-79.4174,Rural,4/30/2020,5/31/2020
121,Toronto_U,Activity_Level,7,High,45.749,-79.4083,Urban,4/30/2020,5/31/2020
123,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,3/1/2020,5/31/2020
124,Toronto_U,Activity_Level,7,High,45.749,-79.4083,Urban,3/1/2020,5/31/2020
125,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,3/2/2020,5/31/2020
126,Toronto_U,Activity_Level,7,High,45.749,-79.4083,Urban,3/2/2020,5/31/2020
127,Toronto_R,Activity_Level,0,Low,45.1507,-79.4174,Rural,3/3/2020,5/31/2020
128,Toronto_U,Activity_Level,6,Medium,45.749,-79.4083,Urban,3/3/2020,5/31/2020
129,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,3/4/2020,5/31/2020
130,Toronto_U,Activity_Level,9,High,45.749,-79.4083,Urban,3/4/2020,5/31/2020
131,Toronto_R,Activity_Level,2,Low,45.1507,-79.4174,Rural,3/5/2020,5/31/2020
132,Toronto_U,Activity_Level,9,High,45.749,-79.4083,Urban,3/5/2020,5/31/2020
133,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,3/6/2020,5/31/2020
134,Toronto_U,Activity_Level,7,High,45.749,-79.4083,Urban,3/6/2020,5/31/2020
135,Toronto_R,Activity_Level,2,Low,45.1507,-79.4174,Rural,3/7/2020,5/31/2020
136,Toronto_U,Activity_Level,6,Medium,45.749,-79.4083,Urban,3/7/2020,5/31/2020
137,Toronto_R,Activity_Level,2,Low,45.1507,-79.4174,Rural,3/8/2020,5/31/2020
138,Toronto_U,Activity_Level,9,High,45.749,-79.4083,Urban,3/8/2020,5/31/2020
139,Toronto_R,Activity_Level,2,Low,45.1507,-79.4174,Rural,3/9/2020,5/31/2020
140,Toronto_U,Activity_Level,6,Medium,45.749,-79.4083,Urban,3/9/2020,5/31/2020
141,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,3/10/2020,5/31/2020
142,Toronto_U,Activity_Level,6,Medium,45.749,-79.4083,Urban,3/10/2020,5/31/2020
143,Toronto_R,Activity_Level,2,Low,45.1507,-79.4174,Rural,3/11/2020,5/31/2020
144,Toronto_U,Activity_Level,10,High,45.749,-79.4083,Urban,3/11/2020,5/31/2020
145,Toronto_R,Activity_Level,1,Low,45.1507,-79.4174,Rural,3/12/2020,5/31/2020
146,Toronto_U,Activity_Level,7,High,45.749,-79.4083,Urban,3/12/2020,5/31/2020
147,Toronto_R,Activity_Level,2,Low,45.1507,-79.4174,Rural,3/13/2020,5/31/2020
148,Toronto_U,Activity_Level,6,Medium,45.749,-79.4083,Urban,3/13/2020,5/31/2020
149,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,3/14/2020,5/31/2020
150,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,3/14/2020,5/31/2020
151,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,3/15/2020,5/31/2020
152,Toronto_U,Activity_Level,3,Low,45.749,-79.4083,Urban,3/15/2020,5/31/2020
153,Toronto_R,Activity_Level,5,Medium,45.1507,-79.4174,Rural,3/16/2020,5/31/2020
154,Toronto_U,Activity_Level,3,Low,45.749,-79.4083,Urban,3/16/2020,5/31/2020
155,Toronto_R,Activity_Level,9,High,45.1507,-79.4174,Rural,3/17/2020,5/31/2020
156,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,3/17/2020,5/31/2020
157,Toronto_R,Activity_Level,6,Medium,45.1507,-79.4174,Rural,3/18/2020,5/31/2020
158,Toronto_U,Activity_Level,3,Low,45.749,-79.4083,Urban,3/18/2020,5/31/2020
159,Toronto_R,Activity_Level,9,High,45.1507,-79.4174,Rural,3/19/2020,5/31/2020
160,Toronto_U,Activity_Level,3,Low,45.749,-79.4083,Urban,3/19/2020,5/31/2020
161,Toronto_R,Activity_Level,6,Medium,45.1507,-79.4174,Rural,3/20/2020,5/31/2020
162,Toronto_U,Activity_Level,3,Low,45.749,-79.4083,Urban,3/20/2020,5/31/2020
163,Toronto_R,Activity_Level,8,High,45.1507,-79.4174,Rural,3/21/2020,5/31/2020
164,Toronto_U,Activity_Level,3,Low,45.749,-79.4083,Urban,3/21/2020,5/31/2020
165,Toronto_R,Activity_Level,6,Medium,45.1507,-79.4174,Rural,3/22/2020,5/31/2020
166,Toronto_U,Activity_Level,3,Low,45.749,-79.4083,Urban,3/22/2020,5/31/2020
167,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,3/23/2020,5/31/2020
168,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,3/23/2020,5/31/2020
169,Toronto_R,Activity_Level,5,Medium,45.1507,-79.4174,Rural,3/24/2020,5/31/2020
170,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,3/24/2020,5/31/2020
171,Toronto_R,Activity_Level,7,High,45.1507,-79.4174,Rural,3/25/2020,5/31/2020
172,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,3/25/2020,5/31/2020
173,Toronto_R,Activity_Level,10,High,45.1507,-79.4174,Rural,3/26/2020,5/31/2020
174,Toronto_U,Activity_Level,3,Low,45.749,-79.4083,Urban,3/26/2020,5/31/2020
175,Toronto_R,Activity_Level,4,Medium,45.1507,-79.4174,Rural,3/27/2020,5/31/2020
176,Toronto_U,Activity_Level,3,Low,45.749,-79.4083,Urban,3/27/2020,5/31/2020
177,Toronto_R,Activity_Level,5,Medium,45.1507,-79.4174,Rural,3/28/2020,5/31/2020
178,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,3/28/2020,5/31/2020
179,Toronto_R,Activity_Level,7,High,45.1507,-79.4174,Rural,3/29/2020,5/31/2020
180,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,3/29/2020,5/31/2020
181,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,3/30/2020,5/31/2020
182,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,3/30/2020,5/31/2020
183,Toronto_R,Activity_Level,5,Medium,45.1507,-79.4174,Rural,3/31/2020,5/31/2020
184,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,3/31/2020,5/31/2020
185,Toronto_R,Activity_Level,8,High,45.1507,-79.4174,Rural,4/1/2020,5/31/2020
186,Toronto_U,Activity_Level,2,Low,45.749,-79.4083,Urban,4/1/2020,5/31/2020
187,Toronto_R,Activity_Level,10,High,45.1507,-79.4174,Rural,4/2/2020,5/31/2020
188,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,4/2/2020,5/31/2020
189,Toronto_R,Activity_Level,9,High,45.1507,-79.4174,Rural,4/3/2020,5/31/2020
190,Toronto_U,Activity_Level,2,Low,45.749,-79.4083,Urban,4/3/2020,5/31/2020
191,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,4/4/2020,5/31/2020
192,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,4/4/2020,5/31/2020
193,Toronto_R,Activity_Level,7,High,45.1507,-79.4174,Rural,4/5/2020,5/31/2020
194,Toronto_U,Activity_Level,2,Low,45.749,-79.4083,Urban,4/5/2020,5/31/2020
195,Toronto_R,Activity_Level,9,High,45.1507,-79.4174,Rural,4/6/2020,5/31/2020
196,Toronto_U,Activity_Level,2,Low,45.749,-79.4083,Urban,4/6/2020,5/31/2020
197,Toronto_R,Activity_Level,4,Medium,45.1507,-79.4174,Rural,4/7/2020,5/31/2020
198,Toronto_U,Activity_Level,2,Low,45.749,-79.4083,Urban,4/7/2020,5/31/2020
199,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,4/8/2020,5/31/2020
200,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,4/8/2020,5/31/2020
201,Toronto_R,Activity_Level,8,High,45.1507,-79.4174,Rural,4/9/2020,5/31/2020
202,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,4/9/2020,5/31/2020
203,Toronto_R,Activity_Level,10,High,45.1507,-79.4174,Rural,4/10/2020,5/31/2020
204,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,4/10/2020,5/31/2020
205,Toronto_R,Activity_Level,7,High,45.1507,-79.4174,Rural,4/11/2020,5/31/2020
206,Toronto_U,Activity_Level,3,Low,45.749,-79.4083,Urban,4/11/2020,5/31/2020
207,Toronto_R,Activity_Level,7,High,45.1507,-79.4174,Rural,4/12/2020,5/31/2020
208,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,4/12/2020,5/31/2020
209,Toronto_R,Activity_Level,6,Medium,45.1507,-79.4174,Rural,4/13/2020,5/31/2020
210,Toronto_U,Activity_Level,3,Low,45.749,-79.4083,Urban,4/13/2020,5/31/2020
211,Toronto_R,Activity_Level,10,High,45.1507,-79.4174,Rural,4/14/2020,5/31/2020
212,Toronto_U,Activity_Level,3,Low,45.749,-79.4083,Urban,4/14/2020,5/31/2020
213,Toronto_R,Activity_Level,10,High,45.1507,-79.4174,Rural,4/15/2020,5/31/2020
214,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,4/15/2020,5/31/2020
215,Toronto_R,Activity_Level,7,High,45.1507,-79.4174,Rural,4/16/2020,5/31/2020
216,Toronto_U,Activity_Level,3,Low,45.749,-79.4083,Urban,4/16/2020,5/31/2020
217,Toronto_R,Activity_Level,5,Medium,45.1507,-79.4174,Rural,4/17/2020,5/31/2020
218,Toronto_U,Activity_Level,2,Low,45.749,-79.4083,Urban,4/17/2020,5/31/2020
219,Toronto_R,Activity_Level,8,High,45.1507,-79.4174,Rural,4/18/2020,5/31/2020
220,Toronto_U,Activity_Level,3,Low,45.749,-79.4083,Urban,4/18/2020,5/31/2020
221,Toronto_R,Activity_Level,9,High,45.1507,-79.4174,Rural,4/19/2020,5/31/2020
222,Toronto_U,Activity_Level,2,Low,45.749,-79.4083,Urban,4/19/2020,5/31/2020
223,Toronto_R,Activity_Level,8,High,45.1507,-79.4174,Rural,4/20/2020,5/31/2020
224,Toronto_U,Activity_Level,3,Low,45.749,-79.4083,Urban,4/20/2020,5/31/2020
225,Toronto_R,Activity_Level,7,High,45.1507,-79.4174,Rural,4/21/2020,5/31/2020
226,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,4/21/2020,5/31/2020
227,Toronto_R,Activity_Level,9,High,45.1507,-79.4174,Rural,4/22/2020,5/31/2020
228,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,4/22/2020,5/31/2020
229,Toronto_R,Activity_Level,7,High,45.1507,-79.4174,Rural,4/23/2020,5/31/2020
230,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,4/23/2020,5/31/2020
231,Toronto_R,Activity_Level,3,Low,45.1507,-79.4174,Rural,4/24/2020,5/31/2020
232,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,4/24/2020,5/31/2020
233,Toronto_R,Activity_Level,8,High,45.1507,-79.4174,Rural,4/25/2020,5/31/2020
234,Toronto_U,Activity_Level,2,Low,45.749,-79.4083,Urban,4/25/2020,5/31/2020
235,Toronto_R,Activity_Level,7,High,45.1507,-79.4174,Rural,4/26/2020,5/31/2020
236,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,4/26/2020,5/31/2020
237,Toronto_R,Activity_Level,4,Medium,45.1507,-79.4174,Rural,4/27/2020,5/31/2020
238,Toronto_U,Activity_Level,2,Low,45.749,-79.4083,Urban,4/27/2020,5/31/2020
239,Toronto_R,Activity_Level,9,High,45.1507,-79.4174,Rural,4/28/2020,5/31/2020
240,Toronto_U,Activity_Level,4,Medium,45.749,-79.4083,Urban,4/28/2020,5/31/2020
241,Toronto_R,Activity_Level,6,Medium,45.1507,-79.4174,Rural,4/29/2020,5/31/2020
242,Toronto_U,Activity_Level,3,Low,45.749,-79.4083,Urban,4/29/2020,5/31/2020
243,Toronto_R,Activity_Level,8,High,45.1507,-79.4174,Rural,4/30/2020,5/31/2020
244,Toronto_U,Activity_Level,3,Low,45.749,-79.4083,Urban,4/30/2020,5/31/2020
245,Toronto_R,Night_Light,19134.89844,medium,45.1507,-79.4174,Rural,3/1/2019,5/31/2020
246,Toronto_R,Night_Light,25523.23438,high,45.1507,-79.4174,Rural,3/1/2019,5/31/2020
247,Toronto_R,Night_Light,21698.78711,medium,45.1507,-79.4174,Rural,3/2/2019,5/31/2020
248,Toronto_R,Night_Light,24259.45703,high,45.1507,-79.4174,Rural,3/2/2019,5/31/2020
249,Toronto_R,Night_Light,19735.66406,medium,45.1507,-79.4174,Rural,3/3/2019,5/31/2020
250,Toronto_R,Night_Light,22403.10156,high,45.1507,-79.4174,Rural,3/3/2019,5/31/2020
251,Toronto_R,Night_Light,23228.22852,high,45.1507,-79.4174,Rural,3/4/2019,5/31/2020
252,Toronto_R,Night_Light,24815.375,high,45.1507,-79.4174,Rural,3/4/2019,5/31/2020
253,Toronto_R,Night_Light,14688.32227,low,45.1507,-79.4174,Rural,3/5/2019,5/31/2020
254,Toronto_R,Night_Light,26622.13672,high,45.1507,-79.4174,Rural,3/5/2019,5/31/2020
255,Toronto_R,Night_Light,20339.35938,medium,45.1507,-79.4174,Rural,3/6/2019,5/31/2020
256,Toronto_R,Night_Light,24824.00195,high,45.1507,-79.4174,Rural,3/6/2019,5/31/2020
257,Toronto_R,Night_Light,19886.87891,medium,45.1507,-79.4174,Rural,3/7/2019,5/31/2020
258,Toronto_R,Night_Light,22613.41602,high,45.1507,-79.4174,Rural,3/7/2019,5/31/2020
259,Toronto_R,Night_Light,23149.73242,high,45.1507,-79.4174,Rural,3/8/2019,5/31/2020
260,Toronto_R,Night_Light,25201.52344,high,45.1507,-79.4174,Rural,3/8/2019,5/31/2020
261,Toronto_R,Night_Light,21785.45703,medium,45.1507,-79.4174,Rural,3/9/2019,5/31/2020
262,Toronto_R,Night_Light,25321.13672,high,45.1507,-79.4174,Rural,3/9/2019,5/31/2020
263,Toronto_R,Night_Light,26624.5625,high,45.1507,-79.4174,Rural,3/10/2019,5/31/2020
264,Toronto_R,Night_Light,28014.16602,high,45.1507,-79.4174,Rural,3/10/2019,5/31/2020
265,Toronto_R,Night_Light,23495.18164,high,45.1507,-79.4174,Rural,3/11/2019,5/31/2020
266,Toronto_R,Night_Light,23757.22461,high,45.1507,-79.4174,Rural,3/11/2019,5/31/2020
267,Toronto_R,Night_Light,19112.19922,medium,45.1507,-79.4174,Rural,3/12/2019,5/31/2020
268,Toronto_R,Night_Light,22284.02148,high,45.1507,-79.4174,Rural,3/12/2019,5/31/2020
269,Toronto_R,Night_Light,18138.90039,medium,45.1507,-79.4174,Rural,3/13/2019,5/31/2020
270,Toronto_R,Night_Light,24757.54688,high,45.1507,-79.4174,Rural,3/13/2019,5/31/2020
271,Toronto_R,Night_Light,25142.29492,high,45.1507,-79.4174,Rural,3/14/2019,5/31/2020
272,Toronto_R,Night_Light,25629.94336,high,45.1507,-79.4174,Rural,3/14/2019,5/31/2020
273,Toronto_R,Night_Light,8669.947266,low,45.1507,-79.4174,Rural,3/15/2019,5/31/2020
274,Toronto_R,Night_Light,19835.79297,medium,45.1507,-79.4174,Rural,3/15/2019,5/31/2020
275,Toronto_R,Night_Light,24804.94141,high,45.1507,-79.4174,Rural,3/16/2019,5/31/2020
276,Toronto_R,Night_Light,27093.68555,high,45.1507,-79.4174,Rural,3/16/2019,5/31/2020
277,Toronto_R,Night_Light,24582.8418,high,45.1507,-79.4174,Rural,3/17/2019,5/31/2020
278,Toronto_R,Night_Light,27655.47461,high,45.1507,-79.4174,Rural,3/17/2019,5/31/2020
