fileId,fileUrls for custom selected,size
5249610491,/archive/allData/5000/VNP46A1/2020/077/VNP46A1.A2020077.h10v04.001.2020119091314.h5,48171648
5253693327,/archive/allData/5000/VNP46A1/2020/079/VNP46A1.A2020079.h10v04.001.2020119112618.h5,38628450
5256030589,/archive/allData/5000/VNP46A1/2020/080/VNP46A1.A2020080.h10v04.001.2020119115249.h5,40670738
5258600608,/archive/allData/5000/VNP46A1/2020/081/VNP46A1.A2020081.h10v04.001.2020119205949.h5,45674555
5260688846,/archive/allData/5000/VNP46A1/2020/082/VNP46A1.A2020082.h10v04.001.2020119232442.h5,48756622
5344705571,/archive/allData/5000/VNP46A1/2020/083/VNP46A1.A2020083.h10v04.001.2020118205642.h5,47787504
5344803537,/archive/allData/5000/VNP46A1/2020/084/VNP46A1.A2020084.h10v04.001.2020118214418.h5,39324011
5344835493,/archive/allData/5000/VNP46A1/2020/085/VNP46A1.A2020085.h10v04.001.2020118220121.h5,40718300
5272281133,/archive/allData/5000/VNP46A1/2020/086/VNP46A1.A2020086.h10v04.001.2020120060402.h5,43731409
5344919810,/archive/allData/5000/VNP46A1/2020/087/VNP46A1.A2020087.h10v04.001.2020118222518.h5,45864962
5344940887,/archive/allData/5000/VNP46A1/2020/088/VNP46A1.A2020088.h10v04.001.2020118225845.h5,47699124
5344983968,/archive/allData/5000/VNP46A1/2020/089/VNP46A1.A2020089.h10v04.001.2020118232341.h5,42919629
5348197600,/archive/allData/5000/VNP46A1/2020/090/VNP46A1.A2020090.h10v04.001.2020120115147.h5,39546531
5348246369,/archive/allData/5000/VNP46A1/2020/091/VNP46A1.A2020091.h10v04.001.2020120123701.h5,42554584
5350817093,/archive/allData/5000/VNP46A1/2020/092/VNP46A1.A2020092.h10v04.001.2020121042000.h5,46542415
5350841157,/archive/allData/5000/VNP46A1/2020/093/VNP46A1.A2020093.h10v04.001.2020121043454.h5,47706292
5350873671,/archive/allData/5000/VNP46A1/2020/094/VNP46A1.A2020094.h10v04.001.2020121045223.h5,44297109
5350902265,/archive/allData/5000/VNP46A1/2020/095/VNP46A1.A2020095.h10v04.001.2020121050953.h5,39802357
5350941473,/archive/allData/5000/VNP46A1/2020/096/VNP46A1.A2020096.h10v04.001.2020121052944.h5,40965251
5353578092,/archive/allData/5000/VNP46A1/2020/097/VNP46A1.A2020097.h10v04.001.2020122023039.h5,46574878
5356694121,/archive/allData/5000/VNP46A1/2020/098/VNP46A1.A2020098.h10v04.001.2020123013901.h5,49940195
5356759025,/archive/allData/5000/VNP46A1/2020/099/VNP46A1.A2020099.h10v04.001.2020123015607.h5,46349998
5356794370,/archive/allData/5000/VNP46A1/2020/100/VNP46A1.A2020100.h10v04.001.2020123020812.h5,40084178
5356853527,/archive/allData/5000/VNP46A1/2020/101/VNP46A1.A2020101.h10v04.001.2020123022241.h5,40926906
5356902152,/archive/allData/5000/VNP46A1/2020/102/VNP46A1.A2020102.h10v04.001.2020123023644.h5,43415605
5357023088,/archive/allData/5000/VNP46A1/2020/103/VNP46A1.A2020103.h10v04.001.2020123030756.h5,48380711
5357157271,/archive/allData/5000/VNP46A1/2020/104/VNP46A1.A2020104.h10v04.001.2020123034525.h5,45292553
5357212271,/archive/allData/5000/VNP46A1/2020/105/VNP46A1.A2020105.h10v04.001.2020123035814.h5,41958024
5357275795,/archive/allData/5000/VNP46A1/2020/106/VNP46A1.A2020106.h10v04.001.2020123041607.h5,40029475
5357314417,/archive/allData/5000/VNP46A1/2020/107/VNP46A1.A2020107.h10v04.001.2020123042627.h5,42628327
5357359332,/archive/allData/5000/VNP46A1/2020/108/VNP46A1.A2020108.h10v04.001.2020123044029.h5,44753562
5357403460,/archive/allData/5000/VNP46A1/2020/109/VNP46A1.A2020109.h10v04.001.2020123045211.h5,47352974
5357481142,/archive/allData/5000/VNP46A1/2020/110/VNP46A1.A2020110.h10v04.001.2020123051626.h5,44128122
5357601144,/archive/allData/5000/VNP46A1/2020/111/VNP46A1.A2020111.h10v04.001.2020123054913.h5,39027919
5357649166,/archive/allData/5000/VNP46A1/2020/112/VNP46A1.A2020112.h10v04.001.2020123060639.h5,40006026
5357676224,/archive/allData/5000/VNP46A1/2020/113/VNP46A1.A2020113.h10v04.001.2020123062002.h5,46416198
5357744238,/archive/allData/5000/VNP46A1/2020/114/VNP46A1.A2020114.h10v04.001.2020123064615.h5,47357116
5358399387,/archive/allData/5000/VNP46A1/2020/115/VNP46A1.A2020115.h10v04.001.2020123103312.h5,43938937
5344725795,/archive/allData/5000/VNP46A1/2020/116/VNP46A1.A2020116.h10v04.001.2020118210953.h5,38635979
5344771059,/archive/allData/5000/VNP46A1/2020/117/VNP46A1.A2020117.h10v04.001.2020118212427.h5,38702964
5346019998,/archive/allData/5000/VNP46A1/2020/118/VNP46A1.A2020118.h10v04.001.2020119104529.h5,42096185
5348053470,/archive/allData/5000/VNP46A1/2020/119/VNP46A1.A2020119.h10v04.001.2020120095138.h5,48744918
5351520619,/archive/allData/5000/VNP46A1/2020/120/VNP46A1.A2020120.h10v04.001.2020121122853.h5,47743833
5356643636,/archive/allData/5000/VNP46A1/2020/121/VNP46A1.A2020121.h10v04.001.2020123012239.h5,41469835
